,"{pod=""blackbox-node1-prometheus-blackbox-exporter-6d86b6b49c-sb8pw""}","{pod=""blackbox-node2-prometheus-blackbox-exporter-58d4865fdc-pffcn""}","{pod=""blackbox-node3-prometheus-blackbox-exporter-5f7b6d758-kswpr""}","{pod=""blackbox-node4-prometheus-blackbox-exporter-5f89b79b4-r4d7j""}","{pod=""blackbox-node5-prometheus-blackbox-exporter-5cd7c5ccbd-gcrt7""}","{pod=""deployment-deployer-7778b878f9-878wz""}","{pod=""deployment-optimizer-5ff457c9cc-bk2p5""}","{pod=""deployment-ricplt-a1mediator-76c7f6dcb4-zg85q""}","{pod=""deployment-ricplt-a1mediator-79f4db9784-nn8cm""}","{pod=""deployment-ricplt-alarmmanager-7c49487bcd-5jb27""}","{pod=""deployment-ricplt-alarmmanager-8645bb7fd5-jcg9l""}","{pod=""deployment-ricplt-appmgr-5549c4bd8c-9l9l4""}","{pod=""deployment-ricplt-appmgr-64f57d9f7b-slxr5""}","{pod=""deployment-ricplt-e2mgr-7474d7996f-c8lgd""}","{pod=""deployment-ricplt-e2mgr-8b6bdc696-jqsjq""}","{pod=""deployment-ricplt-e2term-opt-e2term-node2-alpha-67db65dd8bbph6s""}","{pod=""deployment-ricplt-e2term-opt-e2term-node3-alpha-759647dfbffcdtz""}","{pod=""deployment-ricplt-e2term-opt-e2term-node4-alpha-84ffb664f6nf4sr""}","{pod=""deployment-ricplt-e2term-opt-e2term-node5-alpha-6c9555699-s68x9""}","{pod=""deployment-ricplt-o1mediator-7f574b7d5f-dwvrp""}","{pod=""deployment-ricplt-o1mediator-c7bc47bb4-9tkmq""}","{pod=""deployment-ricplt-rtmgr-5c77cff858-zv8f9""}","{pod=""deployment-ricplt-rtmgr-fb5798778-hhlh8""}","{pod=""deployment-ricplt-submgr-5bdcb49d87-p9zgz""}","{pod=""deployment-ricplt-submgr-7675dbfd8b-mcf9w""}","{pod=""deployment-ricplt-vespamgr-555b7585d9-6sjqh""}","{pod=""deployment-ricplt-vespamgr-64fdb8d58d-wsk2c""}","{pod=""deployment-tiller-ricxapp-6ff54cb9c-vw7f9""}","{pod=""node-exporter-prometheus-node-exporter-gcskn""}","{pod=""node-exporter-prometheus-node-exporter-jsm7h""}","{pod=""node-exporter-prometheus-node-exporter-mp29z""}","{pod=""node-exporter-prometheus-node-exporter-tnfq8""}","{pod=""node-exporter-prometheus-node-exporter-wmpr2""}","{pod=""opt1-e2sim-node2-e2sim-helm-5d65dfdc74-c7n86""}","{pod=""opt1-e2sim-node3-e2sim-helm-687bf848b4-fxj7k""}","{pod=""opt1-e2sim-node4-e2sim-helm-785d755b9d-dfhth""}","{pod=""opt1-e2sim-node5-e2sim-helm-6666df6d44-7df5c""}","{pod=""opt2-e2sim-node2-e2sim-helm-d5974c75b-9fd4m""}","{pod=""opt2-e2sim-node3-e2sim-helm-7b87749554-tf9mx""}","{pod=""opt2-e2sim-node4-e2sim-helm-654f5cf45b-dpm25""}","{pod=""opt2-e2sim-node5-e2sim-helm-6fcf4959c6-9qvmr""}","{pod=""r4-infrastructure-kong-57684789c7-b9kpf""}","{pod=""r4-infrastructure-prometheus-alertmanager-6d6d49b774-v8sc4""}","{pod=""r4-infrastructure-prometheus-server-5b6c9fd9c4-5nljn""}","{pod=""ricxapp-opt1-xapp1-node2-e22-7577b49cd-2x6tk""}","{pod=""ricxapp-opt1-xapp1-node3-e23-7b8f9478f8-pgdh6""}","{pod=""ricxapp-opt1-xapp1-node4-e24-fd79d569d-rmfdr""}","{pod=""ricxapp-opt1-xapp1-node5-e25-594f44cd4b-nt4ml""}","{pod=""ricxapp-opt2-xapp1-node2-e22-6b65dcfcf4-mdcpq""}","{pod=""ricxapp-opt2-xapp1-node3-e23-5f4c8f6c58-rg28w""}","{pod=""ricxapp-opt2-xapp1-node4-e24-54b869bc8-rdkjf""}","{pod=""ricxapp-opt2-xapp1-node5-e25-56dbfdffbb-pxjcw""}","{pod=""statefulset-ricplt-dbaas-server-0""}"
2022-11-08 00:31:00,0.07288591333803987,0.05628898509847162,0.05413500417441017,0.05255999972862617,0.05235892511073386,0.11527965526360982,0.04470810728415367,,0.0037198503251001927,,0.0006691892878093178,0.0017038373269845552,,,0.006503044840744722,0.01436798749383366,0.006496809084281056,0.006133011897069926,0.007039787867571754,0.002346815797096935,,,0.011405585946982363,0.003081003507253573,,,0.00228949363156266,0.00016218270359374097,0.19532512640458966,0.19230093411644134,0.20041831970156507,0.20219694387833537,0.3863818370649782,0.0018134424907255411,0.0018365655426672454,0.0020803580212484796,0.0019910230561044975,,,,,0.004654041457907862,0.001866614824264851,0.8257573477313893,0.0021091779278161146,0.0019109373719584984,0.0016833512681137088,0.0018363907775718377,,,,,0.012331028368440508
2022-11-08 00:31:01,0.07288591333803987,0.05628898509847162,0.05413500417441017,0.053612135002866164,0.052867127229664176,0.11527965526360982,0.04478314656904458,,0.0037198503251001927,,0.0005878287968243309,0.0019400400990559272,,,0.006503044840744722,0.01436798749383366,0.006323439500494445,0.005684353557075988,0.007039787867571754,0.002325731890785651,,,0.011405585946982363,0.003081003507253573,,,0.002310703624041718,0.00016950113464048573,0.19532512640458966,0.19168899655847477,0.20041831970156507,0.20219694387833537,0.3863818370649782,0.0018299950456268574,0.0020121191317222565,0.0020803580212484796,0.0018515483730210144,,,,,0.004654041457907862,0.0019070760310252353,0.8456992214866423,0.0018320848779435378,0.0019464232008537434,0.0017314707689830401,0.001874063677075516,,,,,0.012331028368440508
2022-11-08 00:31:02,0.07288591333803987,0.051246083296823716,0.05413500417441017,0.053612135002866164,0.053375329348594486,0.08082732488295105,0.04899207636771673,,0.0037198503251001927,,0.0005585565009907093,0.0019400400990559272,,,0.006503044840744722,0.01436798749383366,0.006323439500494445,0.005632862546365131,0.006692715849640341,0.002547784664760643,,,0.011291855617257252,0.003081003507253573,,,0.002331913616520776,0.00017655510252639715,0.19532512640458966,0.19168899655847477,0.20041831970156507,0.20245701319188636,0.3876165269742913,0.0019957754372556353,0.0020121191317222565,0.0020803580212484796,0.0018348470885796594,,,,,0.004362744977703954,0.0019067696927912903,0.8295900978272401,0.001837445408172329,0.0016575128010040048,0.0017400282499727675,0.001911736576579194,,,,,0.012329451242401613
2022-11-08 00:31:03,0.07288591333803987,0.051730425581446804,0.05413500417441017,0.053612135002866164,0.053883531467524795,0.08082732488295105,0.04899207636771673,,0.0037198503251001927,,0.0005553935526848532,0.0016118140783358344,,,0.006503044840744722,0.01436798749383366,0.006323439500494445,0.005581371535654274,0.006692715849640341,0.002547784664760643,,,0.011291855617257252,0.0029540179913913876,,,0.002507627799213533,0.00017655510252639715,0.19532512640458966,0.19168899655847477,0.18237155125115587,0.20245701319188636,0.3876165269742913,0.0019957754372556353,0.0020197099274729784,0.0020803580212484796,0.002037626955918944,,,,,0.004362744977703954,0.0019067696927912903,0.8295900978272401,0.001841687097318352,0.0016907987740039515,0.0017178994764390247,0.001949409476082872,,,,,0.01232970284413897
2022-11-08 00:31:04,0.07288591333803987,0.05221476786606989,0.05413500417441017,0.053612135002866164,0.06043284760177197,0.06261818488243258,0.04899207636771673,,0.0037198503251001927,,0.0005522306043789972,0.001475194990048045,,,0.006503044840744722,0.014392144505939047,0.006323439500494445,0.005529880524943416,0.006159792744292716,0.002547784664760643,,,0.011291855617257252,0.0029794250516031284,,,0.002507627799213533,0.00017655510252639715,0.19735479283552915,0.19168899655847477,0.1998696637047563,0.20245701319188636,0.3876165269742913,0.0019957754372556353,0.0020197099274729784,0.0020803580212484796,0.002037626955918944,,,,,0.004123345511546178,0.0019067696927912903,0.8295900978272401,0.0018511638232902995,0.0017240847470038983,0.001749491635231745,0.00198708237558655,,,,,0.012329954445876328
2022-11-08 00:31:05,0.07288591333803987,0.052699110150692986,0.05413500417441017,0.053612135002866164,0.06043284760177197,0.06261818488243258,0.04899207636771673,,0.0037198503251001927,,0.0004962815515367539,0.001475194990048045,,,0.006503044840744722,0.014392144505939047,0.006323439500494445,0.0054783895142325595,0.0058121088846290045,0.002547784664760643,,,0.006393379587923752,0.002832704144454485,,,0.002507627799213533,0.00017655510252639715,0.19735479283552915,0.19267840925513469,0.1998696637047563,0.20245701319188636,0.3876165269742913,0.0019957754372556353,0.0020197099274729784,0.0020803580212484796,0.002037626955918944,,,,,0.0038458269465327997,0.0019067696927912903,0.8295900978272401,0.0018081572253872964,0.001757370720003845,0.0017602455290972648,0.002024755275090228,,,,,0.012331875802543659
2022-11-08 00:31:06,0.07288591333803987,0.05318345243531608,0.05413500417441017,0.053612135002866164,0.06043284760177197,0.06261818488243258,0.04899207636771673,,0.0034221305345049466,,0.0006283224816216475,0.001475194990048045,,,0.006503044840744722,0.014392144505939047,0.006221093109813975,0.006029871725779573,0.0058121088846290045,0.0025471768635352415,,,0.006393379587923752,0.002832704144454485,,,0.0023256429558727422,0.00017655510252639715,0.19715325067921496,0.19267840925513469,0.20037739383499892,0.18527826224125826,0.3566468772878393,0.0019957754372556353,0.0020197099274729784,0.0020803580212484796,0.002037626955918944,,,,,0.0038458269465327997,0.0019067696927912903,0.8549785194477126,0.0019391001239354609,0.0017906566930037916,0.0017688030100869922,0.002062428174593906,,,,,0.012331870200206846
2022-11-08 00:31:07,0.07288591333803987,0.05366779471993917,0.049990978473793024,0.053612135002866164,0.06043284760177197,0.06261818488243258,0.04899207636771673,,0.003238570136676224,,0.0006216882833137647,0.001475194990048045,,,0.003750378203325382,0.014392144505939047,0.006221093109813975,0.005495948709344925,0.0058121088846290045,0.0025471768635352415,,,0.006393379587923752,0.002832704144454485,,,0.0025939269620970304,0.00017655510252639715,0.1816768830757125,0.19267840925513469,0.20037739383499892,0.18651578383653553,0.39135851070543026,0.0019957754372556353,0.0020197099274729784,0.0020803580212484796,0.002037626955918944,,,,,0.0038458269465327997,0.0019072356231415637,0.8272801802630716,0.0019622500029157068,0.0017984137703519758,0.0017773604910767196,0.0020734179121607256,,,,,0.012331870200206846
2022-11-08 00:31:08,0.07288591333803987,0.057058419856510376,0.055656427738205054,0.053612135002866164,0.06043284760177197,0.06261818488243258,0.04899207636771673,,0.003238570136676224,,0.000615054085005882,0.001475194990048045,,,0.003750378203325382,0.013850891116622683,0.006221093109813975,0.005495948709344925,0.0058121088846290045,0.0025471768635352415,,,0.006393379587923752,0.002832704144454485,,,0.0025939269620970304,0.00016123316933009708,0.18332277822866216,0.19267840925513469,0.20037739383499892,0.18824144479636948,0.3631874157577286,0.0019957754372556353,0.0020197099274729784,0.0021103305660959137,0.002037626955918944,,,,,0.0038458269465327997,0.001908936120991184,0.8272801802630716,0.0019737784576448975,0.0018252825064706793,0.001785917972066447,0.0021105272663686373,,,,,0.012331870200206846
2022-11-08 00:31:09,0.0731561839407761,0.05649864395860025,0.052487004011710095,0.053728680304218845,0.06043284760177197,0.06261818488243258,0.048567460887716865,,0.003238570136676224,,0.0006276896493093824,0.001475194990048045,,,0.003159877040358985,0.014966922882257254,0.006221093109813975,0.004960446511875161,0.0058121088846290045,0.002313761119440446,,,0.006393379587923752,0.002598228737525381,,,0.0026269955349123566,0.00017497763701741762,0.19743907260388935,0.19267840925513469,0.20037739383499892,0.1899671057562034,0.36648480575728576,0.0019957754372556353,0.0020197099274729784,0.0021103305660959137,0.0019303486250650237,,,,,0.0038458269465327997,0.001908936120991184,0.8272801802630716,0.0019737784576448975,0.0018335368318822785,0.0017944754530561744,0.0021476366205765486,,,,,0.012331870200206846
